2464	V Label USA	Booth: 475	['FL', 'United States']	V-Label is the quality, transparency and professionalism in the field of vegan certification. Internationally recognized and guaranteed for the consumer, V-Label allows companies to promote their products with safety and reliability.	N/A	['Special Attributes']	[['Vegan']]
2465	V. Formusa Company-Marconi Foods	Booth: 8213	['Des Plaines,', 'IL', 'United States']	N/A	N/A	[]	[]
2466	Vahdam Teas Global Inc.	Booth: N1641	['Covina,', 'CA', 'United States']	N/A	N/A	['Beverages']	[['Tea & Infusions']]
2467	Valencia Plastics	Booth: 2990	['Valencia,', 'CA', 'United States']	Valencia Plastics is a manufacturer of wide mouth canisters for the nutraceutical industry..  Now in stock a wide rage of 120-400 wide neck HDPE series containers with closures.	N/A	['Packaging']	[['Other', 'Packaging Material', 'Plastic Bottles', 'Plastic Products']]
2468	Valley Fig Growers	Booth: 423	['Fresno,', 'CA', 'United States']	Valley Fig Growers is the premier supplier of Dried California Figs and Fig Products. Our grower-owned cooperative packages under the Blue Ribbon Orchard Choice, Orchard Choice, and Sun-Maid brands. Our extensive product line of California Fig Products includes: whole, diced, paste, soft paste, nuggets, vinegar and concentrates. We offer an extensive array of organic fig products.  BRC Certified, Kosher, and CCOF Certified	Brands: Blue Ribbon Orchard Choice
Sun-Maid
Orchard Choice
Blue Ribbon	['Fresh Fruit & Vegetables', 'Raw Ingredients', 'Special Attributes']	[['USDA Vegetable'], ['Other'], ['Kosher/Parve', 'Organic Food & Bev', 'Organic Ingredients', 'Specialty/Gourmet']]
2469	Valley Isle Kombucha Co.	Booth: 5676	['Lahaina,', 'HI', 'United States']	Brewed with optimum health in mind, Valley Isle Kombucha is the highest-quality kombucha on the market. Certified Organic, Kosher, NON-GMO verified, and Raw, every flavor is brewed with the freshest, most pure ingredients you can find on the islands of Hawaii. One sip, and you know the others are one step behind.	Brands: Valley Isle Kombucha LLC.	['Adult Beverages', 'Beverages', 'Packaging', 'Raw Ingredients']	[['Non-Alcoholic Sparkling Beverages'], ['Kombucha'], ['Glass Bottles', 'Recycled Products'], ['Probiotics']]
2470	Valley Pop	Booth: N1949	['NEENAH,', 'WI', 'United States']	At Valley Pop, our mission is simple. To bring you the best tasting, healthiest  popcorn you can find. Our tender white popcorn kernel has such a unique taste  and texture unlike any other brand. Popped in pure white coconut oil and sea salt.  Made with NO artificial colors and dyes. Ever. Our Original Big Bag 18.2 ounce is  resealable so the freshness stays bringing you great healthy taste at a great  value! 	Brands: Valley Pop	['Snacks']	[['Popcorn & Puffs']]
2471	VALRHONA	Booth: 397	['Brooklyn,', 'NY', 'United States']	N/A	N/A	[]	[]
2472	Value Max Products	Booth: 2422	['Coldwater,', 'MI', 'United States']	Value Max Products has phenomenal project design capabilities; we can take an end-goal concept and bring it to life. We’ve been in business over a decade and can leverage extensive factory direct connections in order to make your vision a reality. Whether you have interest in our already established brands, licensed goods, or your private label, we handle the leg work and simply deliver you with results. All of our stocked, branded products are centrally warehoused in our Michigan facility.	Brands: Bela Pure Natural Soap, Bela Premium Natural Mineral Soaks, Bela Luxury 100% Natural Bath Bombs, Bela Face Masks, Bela Body Washes/Lotions/Scrubs/Butters	['Cosmetics Personal Care', 'Special Attributes']	[['Bath & Body', 'Deodorant & Anti-Perspirant'], ['Cruelty-Free']]
2473	Van Drunen Farms	Booth: F110	['Momence,', 'IL', 'United States']	As farmers since 1856 and food processors for over 50 years, Van Drunen Farms knows what it takes to produce the highest quality ingredients for your next product success. We develop premium fruit, vegetable, herb and specialty ingredient solutions customized to meet the clean label needs of our customers. Our specialty processes include freeze-drying, drum-drying and individually quick freezing (IQF), of both organic and conventional products.	Brands: TruServ	['Frozen', 'Raw Ingredients', 'Special Attributes']	[['Frozen Juice', 'Frozen Vegetables'], ['Fruits & Vegetables', 'Herbs', 'Other'], ['Kosher/Parve', 'Organic Ingredients']]
2474	Van Drunen Farms / FutureCeuticals	Booth: 1135	['Momence,', 'IL', 'United States']	FutureCeuticals is a leader in the research, development and manufacture of fruit, vegetable, and grain-based powders and extracts for the functional food, cosmetics, and dietary supplement markets. We focus on unlocking the potential in plants through the research of nutritious and convenient plant-based ingredients. With over 1,600 acres of farmland and 1,000,000 square feet of manufacturing and research facilities, we help our partners make it easier to deliver healthy products to consumers.	Brands: Coffeeberry, vitAlign, NatureKnit, Udderly Oats, TruServ, PhytoServ, S7, elevATP, Fruitex-B, Spectra, VitaCherry Sport, Dermaval	['Frozen', 'Herbs & Functional Foods', 'Raw Ingredients', 'Seasonings & Spices', 'Snacks', 'Special Attributes']	[['Frozen Herbs', 'Frozen Vegetables'], ['Herbs & Functional Foods'], ['Branded Ingredients', 'Fruits & Vegetables', 'Herbs'], ['Herbs & Spices'], ['Dried Fruit', 'Vegetable Snacks'], ['Functional Beverage', 'Functional Food', 'Organic Ingredients']]
2475	Van Leeuwen Ice Cream	Booth: 5576	['Brooklyn,', 'NY', 'United States']	We started Van Leeuwen Ice Cream in the Spring of 2008 out of a buttery yellow truck on the streets of NYC. We set out to revive the classic American ice cream truck and the art of traditional ice cream using ingredients perfected by nature, not science. Van Leeuwen Classic and Vegan ice creams are made with just a handful of fresh ingredients. Each flavor is a celebration of some of the world’s best artisan producers and farmers both local and from around the world.  - Ben, Pete & Laura	N/A	['Frozen']	[['Ice Cream', 'Frozen Desserts']]
2476	Vancouver Freeze Dry Ltd	Booth: 1699A	['Langley,', 'BC', 'Canada']	N/A	N/A	[]	[]
2477	Vanilla Bean Project	Booth: F69	['Lakeland,', 'MN', 'United States']	N/A	N/A	[]	[]
2478	Vara Food & Drink Co., Ltd.	Booth: 301	['BANGKOK,', 'BK', 'Thailand']	N/A	N/A	['Special Attributes', 'Beverages', 'Seasonings & Spices', 'Snacks', 'Soups & Canned Goods']	[['Canned', 'Functional Beverage'], ['Coffee', 'Drink Mixers & Syrups', 'Flavored & Enhanced Water', 'Fruit Flavored Drinks', 'Tea & Infusions'], ['Dry Seasoning Mixes & Blends', 'Herbs & Spices'], ['Dried Fruit', 'Fruit Snacks', 'Pudding, Mousse & Gelatin Snacks'], ['Broth & Stocks', 'Canned & Jarred Vegetables', 'Canned Fruit & Applesauce', 'Canned Soups']]
2479	VCHOICE GROUP, INC	Booth: 2981	['Santa Fe Springs,', 'CA', 'United States']	N/A	N/A	[]	[]
2480	Vedic Lifesciences, (Pvt) Ltd.	Booth: 4201	['Bombay,', 'Maharashtra', 'India']	N/A	N/A	['Herbs & Functional Foods', 'Raw Ingredients', 'Services', 'Supplements', 'Vitamins & Minerals']	[['Herbs & Functional Foods'], ['Branded Ingredients', 'Herbs', 'Omega-3', 'Other', 'Probiotics', 'Proteins/Amino Acids', 'Vitamins'], ['Customer Services'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins']]
2481	Veetee Food Inc.	Booth: 1697	['Pasadena,', 'MD', 'United States']	N/A	Brands: Veetee, Noodlehead, Pastahead, The Rice Box	['Special Attributes', 'Dried Beans, Rice & Grains', 'Pasta Sauce & Noodles']	[['Convenience'], ['Rice'], ['Dry Pasta & Noodles', 'Instant Noodles']]
2482	Vegan Friendly	Booth: 2457	['New York,', 'NY', 'United States']	N/A	N/A	[]	[]
2483	Veggies Made Great	Booth: 411	['Piscataway,', 'NJ', 'United States']	N/A	N/A	['Frozen']	[['Frozen Appetizers & Side Dishes']]
2484	Venkatesh Naturals INC.	Booth: 4668	['New Jersey,', 'NJ', 'United States']	N/A	N/A	['Raw Ingredients', 'Seasonings & Spices', 'Supplements']	[['Fruits & Vegetables', 'Herbs'], ['Dry Seasoning Mixes & Blends', 'Herbs & Spices'], ['Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Superfood & Greens Blends']]
2485	Verb Energy Co.	Booth: 5735	['NY,', 'NY', 'United States']	Verb makes delicious caffeinated bars that contain 80mg of organic green tea, equivalent to 1 espresso. Each pocket-sized bar is just 90-110 calories, vegan and gluten-free. Unlike other energy options on the market, Verb offers lasting, convenient energy- without the coffee jitters! 	Brands: Verb Energy	[]	[]
2486	Vermont Smoke & Cure	Booth: N1807	['Hinesburg,', 'VT', 'United States']	At Vermont Smoke & Cure we’ve been consciously crafting delicious smoked meats using premium meat, spices, herbs and simple local ingredients since 1962. Our team makes delicious meat sticks at our facility in Hinesburg, Vermont, providing the highest quality products to create the finest flavor in every bite of our meat snacks. All of our meat snacks are made in small batches, hand crafted and slow cooked for over 18 hours. Half of our sticks are smoked in our Smokehouse to add a unique flavor.	Brands: Vermont Smoke & Cure
	['Special Attributes', 'Snacks']	[['Allergy Free', 'Convenience', 'Dairy Free', 'Egg Free', 'Functional Food', 'Low Carb', 'Gluten/Wheat Free', 'Kids', 'Specialty/Gourmet'], ['Jerky']]
2487	Verve Coffee Roasters	Booth: 5672	['Santa Cruz,', 'CA', 'United States']	Verve Coffee is a specialty coffee roaster from Santa Cruz, CA. Founded in 2007 with the goal of sourcing the finest coffees in the world. We have 18 cafe locations between SF Bay Area, LA & Tokyo. We have a state-of-the-art roasting facility and an incredible team of people that are supporting Verve's coffee program across the country. We believe the coffee experience is our responsibility from seed to cup. Coffee is our craft, our ritual, our passion.   Find Verve: UNFI, KeHE, DPI, WHISHA +more	Brands: Verve Whole Bean Coffee
Verve Flash Brew Oatmilk Latte
Verve Nitro Flash Brew
Verve Craft Instant Coffee	['Special Attributes']	[['Functional Beverage']]
2488	Vesta Ingredients, Inc.	Booth: 3304	['Indianapolis,', 'IN', 'United States']	Vesta Nutra is a partner of companies that provide a comprehensive approach to fulfilling nutraceutical requests with specialized ingredients; along with services in manufacturing, packaging and research & development. We aim to fill the gap between nourishment and pharmaceuticals by providing quality products to enhance one’s wellbeing & health. Consider Vesta Nutra as your partner in the nutraceutical industry to supply high-quality ingredients AND to manufacture your ideas into reality.	N/A	['Packaging', 'Raw Ingredients', 'Services', 'Special Attributes']	[['Capsules'], ['Branded Ingredients'], ['Contract Manufacturing'], ['Allergy Free', 'Kosher/Parve']]
2489	Victor Packing, Inc.	Booth: F104	['Madera,', 'CA', 'United States']	N/A	N/A	[]	[]
