2535	Watkins	Booth: 967	['Winona,', 'MN', 'United States']	From a bluff high above the Mississippi River in Winona, Minnesota comes the purity of The Watkins Co. Our tried-and-true products have been good and natural through and through since 1868.   Product Categories: Organic & Natural Extracts & Flavors Organic Spices, Herbs, & Blends Organic Grilling Seasonings, Rubs, and Marinades Natural Baking Decorations & Food Coloring Organic Dry Seasoning Recipe Mixes, Dips, & Soup Bases	Brands: Watkins	['Raw Ingredients', 'Special Attributes']	[['**flavors', 'Herbs'], ['Flavorings', 'Full Line Organic', 'Kosher/Parve', 'Organic Ingredients', 'Salt-Free', 'Specialty/Gourmet']]
2536	Wave Group NY, LLC	Booth: 4890	['Manhasset,', 'NY', 'United States']	N/A	N/A	[]	[]
2537	WayFare Health Foods	Booth: 359	['Bozeman,', 'MT', 'United States']	WayFare Health Foods produces delicious dairy free butter, cream cheeses, dips, cheddar sauces, puddings, sour cream, and yogurts. No more need to compromise on taste, texture, or nutrition! Created from a base of butter beans and oats, all our products are 100% plant-based, soy free, gluten free, palm oil free, vegan, non-GMO, and Kosher. Our innovative company uses a unique manufacturing production process designed to create jobs and support local communities.	Brands: WayFare	['Special Attributes']	[['Allergy Free', 'Dairy Free', 'Egg Free', 'Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve', 'Trans Fat Free', 'Vegan']]
2538	Wedderspoon Manuka Honey	Booth: 5312, F118	['Malvern,', 'PA', 'United States']	A pioneer in holistic wellness since 2005 Wedderspoon is dedicated to sharing the superfood benefits of authentic New Zealand Manuka honey. Wedderspoon strives to preserve the integrity of wild Manuka honey as Mother Nature intended and offers an extensive portfolio of products featuring genuine Manuka honey and are available in 25,000+ doors nationwide as well as online. For more information on products and sales inquiries, visit Wedderspoon.com.	Brands: Wedderspoon	['Raw Ingredients', 'Special Attributes']	[['Probiotics'], ['Anti-Aging', 'Organic Processed/Packaged', 'Specialty/Gourmet']]
2539	Weihai Purple Light Biotechnology DevelopmentCo.,	Booth: 4457	['Beijing,', 'Beijing', 'China']	N/A	N/A	[]	[]
2540	Weird Beverages	Booth: 5490	['Austin,', 'TX', 'United States']	DRINK WEIRD is a scrappy Austin-based company, independently owned and operated by a few like-minded beverage freaks hellbent on making the world’s greatest-tasting Teas, explosive brain-sharpening Yerba Mate, and crisp life-affirming Water. We’re taking dead aim at all of the boring-ass RTD teas and stuffing them into the recycling bin. Clean labels, organic ingredients, natural caffeine, incredible taste, zero artificial flavors or colors, and no preservatives.  Don’t drink average. DRINK WEIRD.	Brands: Drink Weird.
Weird Tea
Weird Yerba
Weird Water	['Beverages']	[['Sparkling Water & Seltzer', 'Tea & Infusions', 'Water']]
2541	Welbloom Biotech Corporation	Booth: 3367	['Taipei City,', 'Taiwan']	Wel-Bloom ,established in 1999, is a health food manufacturer of human and pet. We provides innovative health food products and complete service systems. Wel-Bloom has successively passed NFS-GMP,HACCP, ISO9001, ISO22000 and HALAL certification.	Brands: MatchQ jelly series will be your best nutritional supplement choice for human overall health.
PetWell series is launched to provide a safe, effective and high-quality pet health food.	['Herbs & Functional Foods', 'Pet', 'Supplements', 'Vitamins & Minerals']	[['Herbs & Functional Foods'], ['Pet Care'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins']]
2542	Wella	Booth: N328, N329	['Lockhart,', 'TX', 'United States']	Real food with unreal taste – it's that simple. Thunderbird was founded in 2010 in Austin, Texas, when two inspired endurance athletes created a great tasting, whole food energy bar. They believed real food is all you need – and they were right! Thunderbird continues to delight consumers with innovative flavors – all while remaining gluten-free, grain-free, plant-based and paleo. The brand has always and will always only use clean ingredients you can pronounce. No added anything... ever!	Brands: Thunderbird Real Food Bar	['Special Attributes']	[['Dairy Free', 'Food Service Ready', 'Functional Food', 'Gluten/Wheat Free', 'Vegan']]
2543	WePackItAll	Booth: 3672	['Duarte,', 'CA', 'United States']	N/A	N/A	['Packaging']	[['Other']]
2544	West Coast Bottles	Booth: 2426	['El Dorado Hills,', 'CA', 'United States']	N/A	N/A	[]	[]
2545	Western Foods, LLC	Booth: 1660	['Woodland,', 'CA', 'United States']	WF specialize in gluten & allergen free rice flours, ancient grain milling, gluten-free bakery mixes, blending, packaging & distribution. WFs dedicated gluten free facility is certified organic, Kosher, AIB, Halal SQF Level 2, Halal & members of the Non-GMO Project Verified & Whole Grain Council. WFs products consist of blends or rice & ancient grain flours, organic & conventional rice flours, meal, course, fine, superfine, low micro (Puro - Validated Pathogen Reduction), pre-gelatinized & more	Brands: Sweet Rice Flour, Medium Grain Rice Flour, Long Grain Rice Flour, Legume Flour, Rice & Ancient Grains
	['Services', 'Special Attributes']	[['Contract Manufacturing'], ['Allergy Free', 'Gluten/Wheat Free', 'Organic Ingredients']]
2546	WhatIF F&I USA, LLC	Booth: 8405	['Los Angeles,', 'CA', 'United States']	WhatIF Foods is a planet-based food company going beyond sustainable to create “A BETTER BETTER.”  We work with the regenerative Bambara groundnut, a legume that naturally replenishes our bodies, our soils and reconnects us to farming communities. Our BamNut Milk is creamy, delicious and made with just 3 natural ingredients. Our BamNut noodles are air-fried, contain 17g of protein and are available in 4 delicious flavors. Explore more at whatif-foods.com and follow us @whatiffoods.	N/A	['Special Attributes', 'Dairy Alternatives']	[['Dairy Free', 'Vegan'], ['Milk']]
2547	WHC Health Consulting	Booth: 4663	['New York,', 'NY', 'United States']	 WHC is a unique brand representing the purest and most environmentally friendly Omega-supplements on the world market. It was created by Belgian-born Jo Wyckmans, who has always had a genuine passion to seek out the best quality, rather than being motivated by marketing tactics. More than 15 years ago WHC-founder Jo Wyckmans was a true pioneer, as he was one of the first to introduce high-dose Omega-3-supplements in Europe and has always been actively involved in studies that demonstrate the importance of Omega-3 (EPA and DHA) in our diet. He now feels experienced and confident enough to introduce 'the very best' Omega-3-supplementation to the USA. All WHC fish oil supplements are 5 star IFOS and are ranked as N°1 and N°2 on Labdoor.com. These extraordinary supplements have been created with one clear goal: provide the highest possible quality, purity and safety, with an excellent demonstrated pharmaceutical quality and the highest Omega-3 concentration as a result. They are produced respecting optimum composition and according to the strictest eco-management standards. WHC Omega-3 supplements are distributed in the USA by QuattroMega Inc. How does a WHC Omega supplement, such as UnoCardio, differ from other brands? Up to 90 - 95% Omega-3 in rTG form Up to a unique 90% r-Triglyceride form Cold and Environmentally-Friendly technology Certified from sustainable fisheries Certified by 3rd party Labdoor.com, IFOS, FOS Not genetically engineered Gluten-free/Lactose free Burp-free and odor free Only Fish Gelatin / No bovine Gelatin Suitable for Pesco vegetarians Yours in Health, Anaheim March 2016 Founder WHC Health Consulting Jo Wyckmans 	Brands: WHC
Nutrogenics
UnoCardio
QuattrO3 + PS
QuattroCardio
B-HADA III	[]	[]
2548	Where Food Comes From	Booth: 1722	['Castle Rock,', 'CO', 'United States']	Where Food Comes From, Inc., is an independent, third-party food verification company. We strive to ensure that everyone involved in the food business—from growers and farmers to manufacturers, brands, retailers and shoppers—can count on Where Food Comes From, Inc., to provide authentic and transparent information about the food we eat and how, where, and by whom it is produced. 	Brands: International Certification Services, A Bee Organic, IMI Global, Sterling Solutions, SureHarvest and Validus Verification Services.	['Services']	[['Certification Services', 'Consulting', 'Customer Services', 'Training']]
2549	Wherefour, Inc.	Booth: N2254	['Petaluma,', 'CA', 'United States']	A modern and easy-to-use and implement manufacturing ERP/traceability system that enables your team to perform batch and lot track/trace, inventory control, formula management, batch and variance costing, customer ordering and vendor purchasing. Automate your data between systems such as Quickbooks, Sage Intacct, Shopify and over 5,000 third-party platforms. Wherefour runs on any internet-connected device - including tablets and phones.	Brands: Wherefour	['Services']	[['Certification Services', 'Consulting', 'Internet Services']]
2550	Whims	Booth: 7800	['Austin,', 'TX', 'United States']	N/A	N/A	[]	[]
2551	Whisps	Booth: N2317	['New York,', 'NY', 'United States']	Whisps are made from just one delicious ingredient: cheese. Our master cheesemakers craft every artisanal wheel to perfection before baking it into flavorful, airy, crunchy crisps. Each crave-worthy bite is low carb and a good source of protein and calcium. Perfect for snacking straight out of the bag or adding crunch to your favorite recipes.	N/A	['Dairy & Eggs', 'Special Attributes']	[['Cheese'], ['Convenience', 'Food Service Ready', 'Functional Food', 'Specialty/Gourmet']]
2552	White Bottle, Inc.	Booth: 4133	['Stanton,', 'CA', 'United States']	N/A	N/A	['Services', 'Supplements', 'Vitamins & Minerals']	[['Contract Manufacturing'], ['Amino Acids', 'Antioxidants', 'Collagen', 'Eye Health Supplements', 'Fitness & Weight Management', 'Glucosamine & Joint Health', 'Hair, Skin & Nail Supplements', 'Melatonin & Sleep Aids', 'Omegas, Fish Oil & EFAs', 'Probiotics & Digestion', 'Superfood & Greens Blends'], ["Children's Vitamins", 'Minerals', 'Multivitamins', 'Vitamins']]
2553	White Leaf Provisions	Booth: N1918	['Mount Pleasant,', 'SC', 'United States']	White Leaf Provisions is a family-run business, dedicated to sourcing and creating the purest foods possible, grown in healthy, nutrient-dense soil. The ingredients used in our products are not only certified Organic and GMO-free, they are also regeneratively farmed®	N/A	['Baby Food', 'Special Attributes']	[['Baby Food Shelf'], ['Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Vegan']]
2554	Whitebridge Pet Brand	Booth: 5484	['Saint Louis,', 'MO', 'United States']	Whitebridge Pet Brands was founded in January 2015 with the merger of Cloud Star and Petropics, the maker of Tiki Pet. The company offers a range of "minimally processed, natural and wholesome dog and cat foods, treats and complements." Its portfolio includes Tiki Pets, Dogswell, Pet Botanics, Crazy Dog and Cloud Star, sold exclusively in pet specialty stores; and widely distributed brands, Petite Cuisine, Happy Hips and Buddy Biscuits.	Brands: Buddy Biscuits, Petite Cuisine	['Pet']	[['Pet Food - Cat', 'Pet Care']]
2555	Who Gives A Crap	Booth: 3082	['Los Angeles,', 'CA', 'United States']	We started Who Gives A Crap when we learned that 2.4 billion people don't have access to a toilet (now 2 billion – yay for progress!). That's roughly 40% of the global population!  We delivered our first product in March 2013 and have been thrilled to keep growing ever since. Not just because our toilet paper is gracing bathrooms across the globe but also because we donate 50% of our profits to help build toilets and improve sanitation for communities in need.	Brands: Who Gives A Crap, Good Time, Good Goods	['Packaging', 'Cosmetics Personal Care', 'Home', 'Special Attributes']	[['Paper Products', 'Recycled Products'], ['Bath & Body'], ['Household Supplies', 'Home Decor', 'Kitchen & Dining', 'Miscellaneous'], ['Sustainability']]
2556	Whoa Dough	Booth: 5101	['Highland Heights,', 'OH', 'United States']	Whoa Dough is a cookie dough company on a mission to bring more snack-happiness to the world. Launched in 2020 by one smart cookie who, along with his sons, had been diagnosed with gluten intolerance. Whoa Dough is home to can’t-believe-it craveable cookie dough bars that are certified gluten free, dairy free, egg free and soy free. Plus, each dough-licious bar contains 4–5g of protein, less than 10g of sugar and 100% plant-based.. Whoa.   Available on American Airlines & 2,500 retail locations!	Brands: Whoa! Dough, the first health-conscious self stable cookie dough snack bars. For kids. For adults. For the cookie-dough-craving, bowl-licking kid in all of us. Great for on-the-go snacking or better-for-you dessert’ing. 
	['Special Attributes']	[['Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan']]
2557	Whole Earth Brands	Booth: 5265	['Chicago,', 'IL', 'United States']	Whole Earth Brands is a global food company enabling healthier lifestyles and providing access to premium plant-based sweeteners and other foods through our diverse portfolio of trusted brands, including Whole Earth Sweetener®, Wholesome®, and Swerve®. Whole Earth Brands’ innovative product pipeline addresses the growing consumer demand for more dietary options, baking ingredients and taste profiles. For more information visit www.WholeEarthBrands.com.	Brands: Whole Earth, Wholesome, Swerve	['Raw Ingredients', 'Special Attributes']	[['Sugar'], ['Dietetic', 'Kosher/Parve', 'Organic Ingredients', 'Specialty/Gourmet']]
2558	Whole Grain (Dalian) Foods Technology Co., Ltd.	Booth: N1416	['Dalian,', 'Liaoning', 'China']	We are a professional manufacturer of organic and gluten-free Pasta/Ramen, based in Dalian China. All our products are made of 100% organic and gluten-free buckwheat, brown rice, millet, black rice ,rice, quinoa and any grains u want. Our factory is certified by BRC, Organic, Gluten-free and Kosher.   We can process gluten free pasta according to your specific requirements and your private label.	N/A	['Special Attributes']	[['Gluten/Wheat Free', 'Kosher/Parve', 'Organic Ingredients', 'Organic Processed/Packaged', 'Vegan']]
2559	Whole Harmony LLC	Booth: N946, F116	['Centerbrook,', 'CT', 'United States']	Whole Harmony is a Health & Wellness brand dedicated to Plant Medicine.  Passionate Herbalists who study the properties | energies | actions of Plants.   Our belief in plant medicine combined with ancient healing traditions go into every herbal product we make. From the seed to the shelf our products are whole; no added sugar, preservatives, or other "natural flavorings". Our goal is to create a new standard of wellness in the world of Plant Medicine.	Brands: Whole Harmony	['Special Attributes']	[['Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged', 'Specialty/Gourmet']]
2560	Whole Herb Company	Booth: 1035	['Sonoma,', 'CA', 'United States']	Whole Herb Company is a direct importer of Conventional and Organic Spices, Botanicals and Tea Ingredients. Additionally, we offer expert matching and blending services. An SQF certified company, our expertise in importing quality ingredients has been proven throughout our 48 years in business.  Whole Herb is a proud member of the Berne Inc Group.  Member of NWBOC	N/A	['Raw Ingredients', 'Services', 'Special Attributes', 'Seasonings & Spices']	[['Fruits & Vegetables', 'Herbs', 'Other'], ['Analytical Laboratories'], ['Organic Ingredients', 'Flavorings'], ['Dry Seasoning Mixes & Blends', 'Herbs & Spices']]
2561	wholeberry	Booth: 1334	['Jurupa valley,', 'CA', 'United States']	N/A	N/A	['Raw Ingredients', 'Special Attributes']	[['Fruits & Vegetables', 'Herbs', 'Proteins/Amino Acids'], ['Organic Ingredients', 'Organic Processed/Packaged']]
2562	WholeFoods Magazine	Booth: 3514	['South Plainfield,', 'NJ', 'United States']	Celebrating 35 years of Informing and Educating the Natural Products Industry.  We continue to do this by being innovative with new ideas and Opportunites to help grow the industry, remaining content-rich, Family owned and BPA audited. Special issues include  Retailer Survey, Natural Choice Awards, Annual Source Directory  Retailer of the Year and Person of the Year. Plus many web exclusives and illustrious columnist. We are the one Who does it all!	Brands: WholeFoods Magazine
NaturalProductFinder.com
	[]	[]
2563	WholeMoon	Booth: N2233	['Albany,', 'NY', 'United States']	N/A	N/A	['Dairy Alternatives']	[['Milk']]
2564	Wholistic Pet Organics	Booth: 371	['Bedford,', 'NH', 'United States']	Used and recommended by Veterinarians since 1998. Premier manufacturer of all-natural animal health products and supplements using USDA-certified organic, human-grade ingredients manufactured in our own USA-based facility.  Members of National Animal Supplement Council (NASC), Organic Trade Association (OTA), American Pet Products Manufacturing Association (APPMA), World Pet Association (WPA), Better Business Bureau (BBB) and New Hampshire Made. Please visit us at www.wholisticpetorganics.com.	Brands: Wholistic Canine Complete, Joint Mobility, Run Free, Wild Human Grade Salmon Oil, Digestive Enzymes and Animal Health Products and Foods. Canine, Feline, Equine and small animal Complete Supplement Line.	[]	[]
2565	Wholly Pup	Booth: 8811	['Newtown,', 'PA', 'United States']	N/A	N/A	[]	[]
2566	Wicked Crisps	Booth: N936	['Greensboro,', 'NC', 'United States']	Wicked Crisps are artisan-baked vegetable crisps.  We are the only BAKED veggie chip on the market. We offer bold new flavors such as Red Curry Hummus,  Spinach Parmesan, Roasted Garlic & Asiago Broccoli, Cheesy Cheese Pizza Tomato, and Sweet Potato Soufflé.   Our tagline is “Deliciously Deceptive Nutrition” because as good as they taste you wouldn’t believe they are low fat, gluten free, and only 110-120 calories per serving. We are a Service Disabled Veteran Owned Small Business.	Brands: Wicked Crisps	['Services', 'Special Attributes']	[['Contract Manufacturing'], ['Gluten/Wheat Free', 'Kosher/Parve', 'Trans Fat Free', 'Vegan']]
2567	Wilcox Farms	Booth: N2322, F7	['Roy,', 'WA', 'United States']	Wilcox Farms, Sustainable Family Farming Since 1909. The Wilcox family operates a 4th generation farm committed to providing the highest quality egg products. Our Roy, Washington farm was started in 1909 by the Wilcox family. We work with HFAC-Certified Humane, Salmon Safe, Non-GMO Project and Oregon Tilth to certify organic. Our products include shell, liquid & hard boiled eggs. As in the beginning our family’s commitment to the environment, animals, and employees is still strong today.	Brands: Wilcox Farms
Wilcox Organic	['Special Attributes']	[['Convenience', 'Organic Processed/Packaged', 'Salt-Free', 'Trans Fat Free']]
2568	Wild Nectar Honey	Booth: 1755	['New South Wales', 'Australia']	N/A	N/A	[]	[]
2569	Wild Planet Foods	Booth: 5339	['McKinleyville,', 'CA', 'United States']	Wild Planet is committed to producing the finest tasting wild seafood sourced from fisheries practicing sustainable fishing methods. Our sourcing of tuna exclusively through the use of pole & line fishing techniques has been recognized by Greenpeace, earning Wild Planet a #1 ranking for sustainability.  Seafood product line includes tuna, salmon, sardines, anchovies, yellowtail & mackerel.  Wild Planet also offers canned organic chicken breast & a selection of Foodservice tuna & salmon items.	Brands: Wild Planet, Sustainable Seas	['Meat & Seafood', 'Special Attributes']	[['Fish & Seafood', 'Poultry'], ['Allergy Free', 'Canned', 'Food Service Ready', 'Kosher/Parve']]
2570	Wild Society Nutrition	Booth: 4781	['Bozeman,', 'MT', 'United States']	N/A	N/A	[]	[]
2571	Wild Sol Foods	Booth: 2688	['Albuquerque,', 'NM', 'United States']	N/A	N/A	[]	[]
2572	Wild Tonic Jun Kombucha	Booth: F82	['Cottonwood,', 'AZ', 'United States']	N/A	Brands: Wild Tonic	['Special Attributes']	[['Canned', 'Functional Beverage', 'Gluten/Wheat Free', 'Organic Food & Bev', 'Specialty/Gourmet']]
2573	Wild West	Booth: N1703, N1705	['Boulder,', 'CO', 'United States']	N/A	Brands: Wild West	['Fresh Fruit & Vegetables', 'Frozen', 'Snacks', 'Special Attributes']	[['USDA Vegetable'], ['Frozen Vegetables'], ['Other Snacks'], ['Allergy Free', 'Gluten/Wheat Free', 'Organic Processed/Packaged', 'Vegan']]
2574	Wilde Brands	Booth: N108	['Winchester,', 'KY', 'United States']	What began as the belief that portable protein can and should be both palatable and low in sugar, turned into a whole new culinary innovation. With our unique process, which allows us to use premium lean meats that are humanely raised, we created the first ever slow-baked meat snack and redefined the traditional idea of a protein bar.	N/A	['Special Attributes']	[['Convenience', 'Dietetic', 'Food Service Ready', 'Functional Food', 'Gluten/Wheat Free']]
2575	Wilderton Aperitivo Co.	Booth: 4599	['Hood River,', 'OR', 'United States']	N/A	N/A	['Adult Beverages']	[['Cocktail Mixes', 'Non-Alcoholic Liquor & Spirits']]
2576	Wildly Organic, LLC	Booth: N1339	['Silver Bay,', 'MN', 'United States']	N/A	N/A	['Baking & Cooking Ingredients', 'Condiments & Sauces', 'Raw Ingredients', 'Snacks']	[['Canned & Powdered Milk', 'Cooking Oils & Shortening', 'Flours, Meals', 'Honey & Syrups', 'Sugar Substitutes & Sweeteners'], ['Condiments & Sauces'], ['Fats & Oils', 'Sugar'], ['Dried Fruit', 'Nuts & Seeds', 'Popcorn & Puffs', 'Trail Mix & Snack Mixes']]
2577	wildwonder	Booth: N105	['South San Francisco,', 'CA', 'United States']	Wildwonder is a sparkling superherb infusion that lift you to create everyday wonders.	N/A	['Special Attributes', 'Adult Beverages', 'Beverages', 'Herbs & Functional Foods', 'Supplements']	[['Functional Beverage', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged', 'Specialty/Gourmet'], ['Non-Alcoholic Sparkling Beverages'], ['Fruit Flavored Drinks', 'Kombucha', 'Sparkling Water & Seltzer'], ['Herbs & Functional Foods'], ['Probiotics & Digestion']]
2578	Wiley's Finest	Booth: 3462	['Coshocton,', 'OH', 'United States']	Wiley's Finest exists to serve others by making exceptional things with people we enjoy. Based out of Coshocton, OH Wiley's Finest offers the following: All Products Proudly Made in the US MSC Certified Sustainably Caught Fish Tested & Certified for Exceptional Quality Family Owned & Operated Affordably Priced Omega-3s For more information, visit our website at www.wileysfinest.com , call us at (855) 514-4088 or email us at [email protected].	Brands: Bold Vision: Proactive
Peak EPA 
Easy Swallow Minis
Prenatal DHA 
Cholesterol Support 
Orange Burst Liquid
Peak Omega-3 Liquid
Summit DHA Liquid
Beginner's DHA
Elementary EPA
CatchFree Omega
Wild Alaskan Cod Liver Oil+	['Supplements']	[['Omegas, Fish Oil & EFAs']]
2579	Willamette Valley Pie Company	Booth: N242	['Silverton,', 'OR', 'United States']	N/A	N/A	['Bakery', 'Frozen']	[['Pies & Tarts'], ['Frozen Desserts']]
2580	Willa's	Booth: N1264, F121	['Brooklyn,', 'NY', 'United States']	N/A	N/A	[]	[]
2581	Win Soon, Inc. DBA Epoca	Booth: N511	['South Gate,', 'CA', 'United States']	As the leading manufacturer of probiotic dairy beverage, we are excited to introduce our innovative product line; Organic cultured dairy beverage. Also, we have developed a plant-based probiotic dairy beverage as well.	Brands: EPOCA COOL PLUS, EPOCA PROBIOTIC ALMOND	['Dairy & Eggs', 'Special Attributes']	[['Yogurt'], ['Food Service Ready', 'Organic Dairy', 'Organic Ingredients']]
2582	Windmill Health Products	Booth: 3517	['West Caldwell,', 'NJ', 'United States']	Windmill Health Products offers cutting edge, clinically based formulas to deliver incremental profits to our retail partners. As an industry leader since 1972, we offer a variety of delivery systems in multiple categories. Windmill’s numerous and sustainable array of health products satisfies a variety of market needs, including multi and single vitamins and minerals, whole food supplements, proteins, herbs, and specialty formulas. Partner with us to learn more!	Brands: Windmill, Rapid Fire, Keto Science, Her Own, Beyond Fresh, Hi-Ener-G, Garden Greens, Country Farms, Rejuvicare, Focus Formula, Sunshine, DietWorks, Sleep Soundly, OmegaWorks, Promend, Resistance C, Vitamin Hydrate, Air Immune, Cybergenics, MHP	[]	[]
2583	Windy City Mushroom	Booth: N1733	['Chicago,', 'IL', 'United States']	N/A	N/A	['Frozen', 'Meat Alternatives', 'Raw Ingredients']	[['Frozen Meals'], ['Plant-based Meat'], ['Fruits & Vegetables', 'Proteins/Amino Acids', 'Vitamins']]
