2024	Saint James Brands	Booth: 5105	['Boca Raton,', 'FL', 'United States']	N/A	N/A	[]	[]
2025	Saite S.R.L.	Booth: 2304	['La Paz,', 'Bolivia, Plurinational State of']	Saite S.r.l., is a Bolivian company processing organic products on national and international markets. Meeting all food safety and quality standards as well as legal requirements. As Food processing company Saite Srl., is certified with FSSC22000, Kosher, FDA. Concerning organic certification, we are CERES, IBD , this guaranteeing origin and organic quality of our products. Quinoa, White, Red, Black, Quinoa Flakes and Flour, Amaranth, Flakes, Flour, Black Sesame, Black Chia	Brands: Organic Quinoa White, Red, Black, Tri-Color, Bi-Color, Quinoa Flakes, Quinoa Flour, Black Sesame, Organic Amaranth	['Special Attributes']	[['Kosher/Parve', 'Organic Dairy', 'Organic Food & Bev', 'Organic Ingredients']]
2026	Salsa Queen LLC	Booth: 699A	['WVC,', 'UT', 'United States']	Salsa Queen was started by a single mother to provide for her 7 children.  At first, salsas were made around the kitchen and sold at local farmers markets where she built-up a loyal following because of the premium quality and unique taste profiles.  In 8 short years, Salsa Queen is now in nearly 1000 stores across 30 states by staying true to our products and customers.  Taste our salsas once and you'll be hooked forever!  Salsa Queen is a Certified 100% Woman and Minority owned business.	Brands: Salsa Queen	['Special Attributes', 'Condiments & Sauces', 'Seasonings & Spices', 'Snacks']	[['Allergy Free', 'Ethnic', 'Ethnic/Multicultural', 'Vegan', 'Dairy Free', 'Egg Free', 'Flavorings', 'Food Service Ready', 'Functional Food', 'Low Carb', 'Specialty/Gourmet'], ['Condiments & Sauces', 'Hot Sauces', 'Shelf Stable Salsas'], ['Dry Seasoning Mixes & Blends', 'Wet Seasoning Mixes & Blends'], ['Other Snacks']]
2027	Salt Spring Coffee	Booth: N2328	['Richmond,', 'BC', 'Canada']	N/A	N/A	[]	[]
2028	Saltverk	Booth: N415	['Reykjanes,', 'Westfjords', 'Iceland']	Saltverk was born out of a passion for food, sustainability, and Icelandic pride.  We wanted to make a product that expressed these passions and that was of the highest quality.  Using the natural resources that we have right at hand in Iceland - geothermal hot springs and pristine, clean seawater - we started making sea salt.  By only using geothermal energy for our production, we’re able to create a sustainable, carbon neutral product with no carbon footprint on the environment.	Brands: Saltverk Flaky Sea Salt	['Raw Ingredients', 'Special Attributes', 'Seasonings & Spices']	[['Herbs'], ['Allergy Free', 'Cruelty-Free', 'Dairy Free', 'Food Service Ready', 'Low Carb', 'Specialty/Gourmet'], ['Herbs & Spices', 'Salt']]
2029	Sam Trade USA, LLC	Booth: 5213	['Boynton Beach,', 'FL', 'United States']	Before being a business, we are a family. We believe in long term relationships, we want to offer tasty and healthy food while offering the confidence of quality clean, safe, non-allergenic recipes. We are dedicated to excellence in production and distribution, and we do our best to become the preferred choice for those who value health and high-quality products. As supporters of a modern lifestyle, we have succeeded in balancing the price-quality ratio in the Gluten Free industry.	Brands: Sam Mills High Protein Red Lentil Pasta, Sam Mills High Protein Chickpea pasta, Sam Mills High Protein Green Pea Pasta, Sam Mills Corn Pasta, Sam Mills Mac & Cheese, Organic Brown Rice Pasta.


	['Special Attributes']	[['Convenience', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Packaged Grains/Cereal']]
2030	SAMBAZON	Booth: 5338	['San Clemente,', 'CA', 'United States']	Straight from the heart of the Amazon, Sambazon believes in the power of One Tribe, One Vibe and we bring that inclusive spirit to everything we do. Specializing in organic, hand-harvested Açai and Açai products, Sambazon is a triple bottom line company committed to a regenerative future.   In 2000, we were the first company to bring Açai to the United States and, since then, we’ve always been -- and will always be -- organic, fair trade, vegan, non GMO, kosher and gluten free.  	Brands: Sambazon	['Special Attributes', 'Beverages', 'Frozen', 'Juice', 'Packaging']	[['Anti-Aging', 'Dairy Free', 'Kosher/Parve', 'Organic Food & Bev', 'Vegan'], ['Sports & Energy Drinks'], ['Frozen Breakfast', 'Frozen Fruits', 'Frozen Non-Dairy Desserts'], ['Fruit Juice', 'Juice Blends'], ['Biodegradable Packaging', 'Packaging Material', 'Recycled Products']]
2031	Samyang Corporation	Booth: 3090	['Gyeonggi-do,', 'Korea, Republic of']	N/A	N/A	[]	[]
2032	Sang	Booth: 8306	['Southampton,', 'NY', 'United States']	N/A	N/A	['Beverages']	[['Coffee']]
2033	San-J International	Booth: 1005	['Henrico,', 'VA', 'United States']	San-J is a brewer of premium Tamari Soy Sauce. San-J Tamari is made with 100% soy and no wheat, using Japanese brewing methods passed down for eight generations. It has a richer, smoother taste compared to regular soy sauce. All San-J Tamari is Non-GMO Project verified, certified gluten free, kosher and vegan. Organic and reduced sodium varieties are available. Also try Gluten Free Asian Cooking Sauces, Salad Dressings, Soups, and Rice Crackers. Check out our new Gluten Free Hoisin Sauce!	Brands: San-J Gluten Free Tamari Soy Sauce, Asian Cooking Sauces, Brown Rice Crackers, Japanese Instant Soups	['Special Attributes']	[['Food Service Ready', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Processed/Packaged', 'Specialty/Gourmet', 'Vegan']]
2034	Santini Foods, Inc.	Booth: 443	['San Lorenzo,', 'CA', 'United States']	Santini Foods markets retail organic sweetened condensed milk, syrups, and olive oil along with Italian pestos. We also produce chocolate syrups for the foodservice trade.	Brands: California Farms
Santini
Mongibello Blood Orange Juice	['Bakery', 'Services', 'Special Attributes']	[['Bagels'], ['Contract Manufacturing'], ['Food Service Ready', 'Kosher/Parve', 'Organic Dairy', 'Specialty/Gourmet', 'Trans Fat Free']]
2035	Sanzo	Booth: N138	['New York,', 'NY', 'United States']	Sanzo is the first Asian-inspired sparkling water born to deliver beverages that bridge the gap between beloved Asian flavors that represent over 60% of the world’s population and clean, modern labels. Made with real fruit and zero added sugar, artificial, or natural flavors, Sanzo is a complex yet refreshing antidote to sugary and preservative-heavy labels of legacy Asian and American brands.   Currently offering 4 flavors: Lychee, Yuzu with Ginger, Calamansi and Alphonso Mango.	Brands: Sanzo is the 1st Asian sparkling water, made with real fruit + no added sugar. Sanzo’s mission is to bridge cultures by connecting people with authentic flavors.	[]	[]
2036	Sapna Foods	Booth: 8819	['Atlanta,', 'GA', 'United States']	Global Sourcing: We work directly with growers all over the world—nowhere is too far or too remote  Milling: You name it, we’ll mill it. Anything in our product line, ground down to any size.  Custom blending: Blends produced to your specs or created from scratch with our in-house chef.  Private labeling & custom packaging: Bulk, standardized or customized packaging and labels to finish off your product.	Brands: Vanilla
Extracts and flavorings
Mushrooms dried
Chilies dried
Spices and herbs
Spice blends
Olive oils
Truffles and truffle products
Tea
Nuts and seeds
Fruits dried
Grains
Sushi ginger
Beans 
Chocolate
Fruit purees
Snack mixes

	['Services']	[['Contract Manufacturing']]
2037	Saraya Co-Packing	Booth: 5355	['Orem,', 'UT', 'United States']	HAPPY ELEPHANT: Next-generation clean with a cause. With our patented plant-powered cleaning, we have all your home care items for the kitchen, bathroom, laundry room, and any other room. We support the Borneo Conservation Trust and all products are RSPO certified. With you, we can keep your home (and theirs) clean & green.	N/A	[]	[]
2038	Sasto Snacks, LLC	Booth: 7914	['Burbank,', 'CA', 'United States']	N/A	N/A	[]	[]
2039	Sati Soda	Booth: F125	['Boulder,', 'CO', 'United States']	Sati Soda: we are the Healthy Soda Company. Sati Soda is committed to using clean, non-GMO, organic ingredients creating a unique low organic cane sugar functional beverage that tastes great! With many beverages being either sugar-free with artificial ingredients or super high in sugar, we’ve reached a true alternative in this market. With 3 flavors that include lemon-lime, berry, and ginger there’s a flavor for everyone.	Brands: We offer three options under the Sa¨ti brand: Sa¨ti CBD soda, Sa¨ti Hemp Soda, and original Sa¨ti Soda

CLARITY is a lemon lime soda
CHILL is a ginger soda
ENERGY is a berry soda	['Special Attributes', 'Beverages', 'Herbs & Functional Foods']	[['Canned', 'Convenience', 'Dairy Free', 'Exclusive Line', 'Functional Beverage', 'Salt-Free', 'Trans Fat Free', 'Vegan', 'Full Line Organic', 'Organic Food & Bev', 'Organic Ingredients', 'Organic Processed/Packaged'], ['Soda'], ['Herbs & Functional Foods']]
2040	Sauer Brands	Booth: 699	['Richmond,', 'VA', 'United States']	N/A	N/A	[]	[]
2041	Sauz	Booth: N1345	['Santa Ana,', 'CA', 'United States']	N/A	N/A	['Condiments & Sauces', 'Pasta Sauce & Noodles', 'Special Attributes']	[['Condiments & Sauces'], ['Pasta Sauce'], ['Dairy Free', 'Gluten/Wheat Free']]
2042	Savannah Bee Company	Booth: N829	['Savannah,', 'GA', 'United States']	Savannah Bee Company is home to award-winning honey, honeycomb, and body care from the beehive. Over the past 20 years, the company has expanded to 14 retail locations across the U.S., and has provided observational hives for 445 schools in 50 states and 4 countries around the world through The Bee Cause Project.	Brands: Savannah Bee Company	['Cosmetics Personal Care', 'Packaging', 'Special Attributes']	[['Deodorant & Anti-Perspirant'], ['Glass Bottles'], ['Cruelty-Free', 'Gluten/Wheat Free', 'Kosher/Parve']]
2043	SaveNaturally	Booth: N1235	['Gilbert,', 'AZ', 'United States']	N/A	N/A	[]	[]
2044	Saxco International	Booth: 2599B	['Fairfield,', 'CA', 'United States']	N/A	N/A	['Packaging']	[['Glass Bottles', 'Capsules']]
2045	Say When Chai	Booth: N1839	['Delta,', 'BC', 'Canada']	At 'Say When', we believe that many great things begin with a great cup of chai. Strangers turn into friends, and friends become family.    Introducing small batch brewed chai concentrates catered to increasingly sophisticated consumers looking for complex yet lovable flavor profiles, clean ingredient decks, organic, kosher, G.F, and vegan options. Over chai, we’ve built lasting relationships with ethical and sustainable suppliers. Together we’re making a world of difference. Cheers to that!	Brands: Say When Beverages (previously known as The Chai Company)	['Special Attributes']	[['Allergy Free', 'Dairy Free', 'Full Line Organic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Processed/Packaged', 'Trans Fat Free', 'Vegan']]
2046	Sazon Natural International LLC	Booth: 2694	['San Antonio,', 'TX', 'United States']	N/A	N/A	[]	[]
2047	SC Global Coco Products, Inc.	Booth: 1906	['Mandaluyong City,', 'Metro Manila', 'Philippines']	 SC Global Coco Products, Inc. manufactures certified organic coconut oil and certified organic coconut flour, coconut water. All products are certified organic by Ecocert for USDA NOP and EU. Our products carry Star K Kosher, IDCP Halal and SGS HACCP food safety certificates. Our company is based in the Philippines. We are committed to providing you with the best organic products and the best customer service. (Fats and Oils. Organic ingredients. Bulk dried fruit/vegetables. Food ingredients.Grocery.) 	Brands: SC Global Coco Products, Inc.
SC Global Food Products, Inc.
Biococo	['Special Attributes', 'Other Products & Services', 'Raw Ingredients']	[['Organic Food & Bev', 'Organic Ingredients', 'Kosher/Parve', 'Trans Fat Free'], ['Organic Livestock Feeds'], ['Fats & Oils']]
2048	Schar	Booth: 5114	['Lyndhurst,', 'NJ', 'United States']	N/A	Brands: Schär	['Bakery', 'Special Attributes']	[['Bagels'], ['Allergy Free', 'Dairy Free', 'Gluten/Wheat Free', 'Trans Fat Free']]
2049	SCN Bestco	Booth: 4263	['Santa Cruz,', 'CA', 'United States']	Santa Cruz Nutritionals is a leading innovator and manufacturer of gummy dietary supplements. With 4 manufacturing facilities, including a dedicated probiotic facility, we support both private label and custom formulas tailored to your specific needs. Santa Cruz Nutritionals is proud of being the innovative leader in the gummy space, creating the first of many formulas in the market.	N/A	['Services', 'Special Attributes']	[['Contract Manufacturing'], ['Functional Food']]
2050	Scotts Food Products	Booth: N2229	['Paramount,', 'CA', 'United States']	N/A	N/A	[]	[]
2051	Scotts Protein Balls	Booth: N234	['Plainview,', 'NY', 'United States']	N/A	Brands: Scott's Protein Balls	['Special Attributes']	[['Allergy Free', 'Cocoa', 'Convenience', 'Dairy Free', 'Egg Free', 'Gluten/Wheat Free', 'Low Carb']]
2052	SCS Global Services	Booth: 1509	['Emeryville,', 'CA', 'United States']	SCS Global Services is a leading third-party certification body specializing in food safety, sustainability, and quality certifications, as well as training, and consulting services. SCS’ certification services include: SQF, BRCGS, Non-GMO Project, USDA Organic, Gluten-Free, Plant-Based and more. See our complete service offerings: www.scsglobalservices.com	N/A	['Services']	[['Certification Services']]
2053	Scyavuru	Booth: 5249	['Ribera ,', 'Italy']	N/A	N/A	[]	[]
2054	SDA GIDA TARIM	Booth: 485, 234	['Manisa,', 'Türkiye']	N/A	Brands: Wild & Raw, FitFit, Fit Balls, Earth & Soil, Wild & Real	['Fresh Fruit & Vegetables', 'Raw Ingredients', 'Services', 'Special Attributes']	[['Pre-Packaged Fruit & Vegetables'], ['Fruits & Vegetables'], ['Education'], ['Full Line Organic', 'Gluten/Wheat Free', 'Kosher/Parve', 'Vegan']]
2055	SDM Nutraceuticals Inc.	Booth: 4565	['Baldwin Park,', 'CA', 'United States']	SDM Nutraceuticals, bringing over 18 years of experience, specialized in the bulk manufacturing of Bee products for use in Nutraceutical, Cosmeceutical, Pharmaceutical, and Food/Beverage applications. SDM is committed to providing you with highest quality Beeswax, Bee Pollen, Bee Propolis and Royal Jelly.	Brands: BEE POLLEN
•  P/G  
•  S/M Colored
•  R/Chloramphenicol Free 
BEE PROPOLIS
•  P/G/Chunk 
•  L/D Colored 
•  Raw and Ext. 
•  R/Water Soluble 
BEESWAX
•  Pellet/Block 
•  Y/W colored 
ROYAL JELLY
•  Cream and Powder  
• Conventional/Organic 
•  H/L of 10-HDA	['Raw Ingredients', 'Special Attributes']	[['Probiotics', 'Vitamins'], ['Allergy Free', 'Anti-Aging', 'Gluten/Wheat Free', 'Kosher/Parve']]
2056	Sea Monsters, Inc.	Booth: N738	['New York,', 'NY', 'United States']	N/A	N/A	['Snacks', 'Special Attributes']	[['Chips', 'Crackers', 'Other Snacks'], ['Sustainability']]
2057	Seapoint Farms	Booth: 544	['Huntington Beach,', 'CA', 'United States']	Seapoint Farms… All-Natural Foods for a Healthy Lifestyle If you are looking for healthy snacks that are delicious and good for you, look no further. Seapoint Farms is passionate about making great tasting products from Edamame to Seaweed Snacks to Organic Edamame Spaghetti & Organic Edamame Fettuccine. Our products are Non-GMO, Heart Healthy and allow you to snack guilt free anytime, anywhere. Excellent nutritional value from plant based protein makes Edamame popular with people of all ages.	Brands: Seapoint Farms	['Frozen', 'Special Attributes']	[['Frozen Vegetables'], ['Kosher/Parve']]
2058	Season Brand	Booth: 991	['Lyndhurst,', 'NJ', 'United States']	Season Brand is a premium canned fish company that supplies products to some of the U.S.'s largest retailers. We specialize in sustainably sourced wild-caught Sardines, Mackerel, Anchovies, and Kippers, as well as plant-based Caviart®. For over 100 years, we’re proud to say Great Taste is always in Season!	Brands: Season®	['Soups & Canned Goods', 'Special Attributes']	[['Canned Seafood'], ['Canned', 'Convenience', 'Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve']]
2059	Seattle Chocolate Company	Booth: N1926	['Seattle,', 'WA', 'United States']	We are a woman-owned, carbon neutral company who believes chocolate can make the world a brighter place.  Seattle Chocolate crafts meltaway truffle bars & truffles with bright packaging & fun flavors like Mint Chip Ice Cream. 10% of net profits support Girls Inc.,  inspiring all girls to be strong, smart, and bold.  Jcoco’s mission is to feed the farmer, feed your neighbor, & feed yourself; with bold flavors & Peruvian cacao. 10% of net profits go to those affected by food insecurity in the US.	Brands: Seattle Chocolate 
jcoco chocolate	['Special Attributes']	[['Dairy Free', 'Gluten/Wheat Free', 'Kosher/Parve', 'Specialty/Gourmet']]
2060	Second Nature Brands	Booth: 5554	['Madison Heights,', 'MI', 'United States']	At Second Nature Brands we are reinventing snacks made with healthy ingredients to nourish bodies & carefully crafting treats made with real ingredients to revitalize spirits. Our brands include Kar's, Second Nature & Sanders. Kar's is the #1 branded trail mix delivering better-for-you, on-the-go snacks. Second Nature is a pioneer in natural, Non-GMO verified premium snacks created for a healthy, on-the-go lifestyle. Sanders is the leader in premium, small-batch, kettle-cooked sea salt caramels.	Brands: Kar's, Second Nature, Sahale, Sanders, Brownie Brittle	['Special Attributes']	[['Convenience', 'Functional Food', 'Gluten/Wheat Free', 'Kosher/Parve', 'Organic Dairy']]
2061	Secret Aardvark	Booth: N1809	['Oregon City,', 'OR', 'United States']	Secret Aardvark Trading Co. started in 2004, hawking sauce at Portland farmer’s markets. We’re now in over 500 (and counting) roadhouses and eateries across the nation, proudly gracing tables where the food matters. You can also find us in grocery stores, specialty stores, and on Amazon as well as sold thru our online store.  You can now find us in all 50 states and 5 countries.	Brands: Aardvark Habanero Hot Sauce, Serrabanero, Drunken Jerk, Drunken Garlic, Smoky Aardvark Chipotle Hab Sauce, Red Scorpion Fiery Hot Sauce, and Aardvark Reaper Smoked Hot Sauce.	['Special Attributes']	[['Ethnic/Multicultural', 'Food Service Ready', 'Gluten/Wheat Free', 'Low Carb', 'Specialty/Gourmet', 'Vegan']]
2062	Secret Island	Booth: N809	['Portland,', 'ME', 'United States']	N/A	N/A	[]	[]
2063	SED PHARMA INC	Booth: 3236	['San Bernardino,', 'CA', 'United States']	N/A	N/A	[]	[]
2064	See Nutrition/Omne Diem	Booth: 3466, 3467	['Ann Arbor,', 'MI', 'United States']	Diem Direct is a new kind of company for a new kind of healthcare. With a multi-channel approach in unique market positions, Diem is advancing integrative wellness strategies by providing consumers, retailers and practitioners with innovative dietary supplements that address under-served and emerging needs.	N/A	['Supplements']	[['Fitness & Weight Management', 'Glucosamine & Joint Health']]
2065	Seely Mint	Booth: N1725	['Clatskanie,', 'OR', 'United States']	We are the Seely Family!  We own and operate our 4th generation family farm in a secluded valley nestled between the coast range and the Columbia River in NE Oregon. There we grow, harvest, and prepare the highest quality non-GMO heirloom peppermint and spearmint food grade essential oils to be used in our all natural hand crafted mint chocolate confections.  Each confection is made with real 100% pure mint oil in order to provide a taste of mint like no other. We guarantee!	Brands: Seely Mint Peppermint Patty
Seely Mint Dark Melts
Seely Mint Ivory Melts
Seely Mint Peppermint Bark
Seely Mint Safe 
Seely Mint Candy Canes	['Special Attributes', 'Raw Ingredients', 'Packaging']	[['Dairy Free', 'Flavorings', 'Vegan', 'Gluten/Wheat Free'], ['Herbs', '**flavors', 'Other'], ['Packaging Material']]
2066	Segev Food International, Inc.	Booth: N2220, N2221	['great neck,', 'NY', 'United States']	Segev Food International supplies the global food industry with Mediterranean-quality food products.  Our leading products are sesame-based products such as Organic Tahini; Organic Israeli couscous; Organic Falafel (made from Chickpeas, lentils, or quinoa). We carry unique Mediterranean Spice Blends such as Harissa, Za'atar, Sumac, Shawarma, etc.   Our product variety includes plant-based protein alternatives for vegan 'Kebabs', vegan 'burgers', patties, and vegan 'yogurt'.	Brands: Tavor	['Condiments & Sauces', 'Special Attributes']	[['Salad Dressings'], ['Dairy Free', 'Full Line Organic', 'Kosher/Parve', 'Vegan']]
2067	Select Brands LLC	Booth: N528	['Springfield,', 'MO', 'United States']	 One Stop Manufacturing for business. Private Label Partners and Contract Packers Flexible Pouches and Spouted Pouches Ready to Eat Retort and Hot Fill Technologies Low Minimum Volumes Quinoa, Ancient Grains, Soups, Sauces, Healthy Beverages FDA, USDA, ORGANIC, NON-GMO and SQF level 3 certified    	Brands: 
	['Special Attributes', 'Frozen']	[['Organic Processed/Packaged', 'Packaged Grains/Cereal', 'Allergy Free', 'Functional Beverage'], ['Frozen Vegetables']]
2068	Select Harvest USA	Booth: N1603	['Turlock,', 'CA', 'United States']	Select Harvest USA is an almond grower, processor and handler, shipping over 55 million pounds annually. We have been supplying confectionary and ingredient customers in 50 countries since 1982. We expanded into the Ready-To-Eat market with a modern dry-roasting, salting, and retail packaging facility. We were awarded the highest level of food quality and safety certification: SQF Code Edition 7.1 Level 3.	Brands: Select Harvest Snacking Almonds
Select Harvest Monk Crunch	['Special Attributes']	[['Convenience', 'Food Service Ready', 'Full Line', 'Kosher/Parve', 'Low Carb', 'Specialty/Gourmet']]
2069	Seltz Inc.	Booth: N1141	['Winthrop,', 'MA', 'United States']	N/A	N/A	[]	[]
2070	Sempio Foods	Booth: 5371	['New York,', 'NY', 'United States']	Founded in 1946, Sempio is a 3-generation, family-owned company and Korea's oldest and most renowned soy sauce brand. In addition to leading the industry with over 50% market share, Sempio is proud to be leading the charge in researching and sharing Korean food culture with the world. Sempio believes that good food starts at home, where simple meals deserve the best quality ingredients. Sempio produces traditional Korean sauces as well as innovative products that respect global flavor profiles.	Brands: Yondu is a delicious and complex all-purpose umami seasoning made from naturally fermented soybeans and vegetables. It adds depth of flavor to dishes with only a few drops, giving us the ease and confidence to cook at home more often.	['Raw Ingredients', 'Special Attributes', 'Condiments & Sauces', 'Pasta Sauce & Noodles', 'Seasonings & Spices']	[['Specialty Peptides'], ['Convenience', 'Ethnic/Multicultural', 'Organic Food & Bev', 'Soy Foods', 'Specialty/Gourmet', 'Vegan'], ['Condiments & Sauces', 'Fermented Goods', 'Hot Sauces', 'Marinades & Sauces'], ['Dry Pasta & Noodles'], ['Wet Seasoning Mixes & Blends']]
